Unit,Chapter,Question,LeetCode,YT,Default Note,Difficulty
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,"Left rotate an array by D
                                                places",https://leetcode.com/problems/rotate-array/,https://youtu.be/wvcQg43_V8U?t=485,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,Move Zeros to end,https://leetcode.com/problems/move-zeroes/,https://youtu.be/wvcQg43_V8U?t=1633,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,Linear Search,,https://youtu.be/wvcQg43_V8U?t=2465,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,Find the Union,,https://youtu.be/wvcQg43_V8U?t=2584,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,"Find missing number in an
                                                array",https://leetcode.com/problems/missing-number/,https://youtu.be/bYWLJb3vCWY?t=57,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,Maximum Consecutive Ones,https://leetcode.com/problems/max-consecutive-ones/,https://youtu.be/bYWLJb3vCWY?t=1124,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,"Find the number that appears
                                                once, and other numbers
                                                twice.",https://leetcode.com/problems/single-number/,https://youtu.be/bYWLJb3vCWY?t=1369,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,"Longest subarray with given sum
                                                K(positives)",,https://www.youtube.com/watch?v=frf7qxiN2qU&feature=youtu.be,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Easy,"Longest subarray with sum K
                                                (Positives + Negatives)",,https://www.youtube.com/watch?v=frf7qxiN2qU,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,2Sum Problem,https://leetcode.com/problems/two-sum/,https://youtu.be/UXDSeD9mN-k,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Sort an array of 0's 1's and
                                                2's",https://leetcode.com/problems/sort-colors/,https://youtu.be/tp8JIuCXBaU,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Majority Element (>n/2
                                                times)",https://leetcode.com/problems/majority-element/,https://youtu.be/nP_ns3uSh80,,Easy
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Kadane's Algorithm, maximum
                                                subarray sum",https://leetcode.com/problems/maximum-subarray/,https://youtu.be/AHZpyENo7k4?si=QJpof4R1hHokm1hw,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Print subarray with maximum
                                                subarray sum (extended version
                                                of above problem)",,https://youtu.be/AHZpyENo7k4,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,Stock Buy and Sell,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://youtu.be/excAOvwF_Wk,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Rearrange the array in
                                                alternating positive and
                                                negative items",https://leetcode.com/problems/rearrange-array-elements-by-sign/,https://youtu.be/h4aBagy4Uok,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,Next Permutation,https://leetcode.com/problems/next-permutation/,https://youtu.be/JDOXKqF60RQ,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,Leaders in an Array problem,,https://youtu.be/cHrH9CQ8pmY,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Longest Consecutive Sequence in
                                                an Array",https://leetcode.com/problems/longest-consecutive-sequence/solution/,https://youtu.be/oO5uLE7EUlM,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,Set Matrix Zeros,https://leetcode.com/problems/set-matrix-zeroes/,https://youtu.be/N0MgLvceX7M,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,Rotate Matrix by 90 degrees,https://leetcode.com/problems/rotate-image/,https://youtu.be/Z0R2u6gd3GU,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Print the matrix in spiral
                                                manner",https://leetcode.com/problems/spiral-matrix/,https://youtu.be/3Zv-s9UUrFM,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Medium,"Count subarrays with given
                                                sum",https://leetcode.com/problems/subarray-sum-equals-k/,https://www.youtube.com/watch?v=xvNwoz-ufXA&list=PLgUwDviBIf0oF6QL8m22w1hIDC1vJ_BHz&index=32,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,Pascal's Triangle,https://leetcode.com/problems/pascals-triangle/,https://youtu.be/bR7mQgwQ_o8,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,Majority Element (n/3 times),https://leetcode.com/problems/majority-element-ii/,https://youtu.be/vwZj1K0e9U8,,Hard
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,3-Sum Problem,https://leetcode.com/problems/3sum/,https://youtu.be/DhFh8Kw7ymk,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,4-Sum Problem,https://leetcode.com/problems/4sum/,https://youtu.be/eD95WRfh81c,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,Largest Subarray with 0 Sum,,https://www.youtube.com/watch?v=xmguZ6GbatA&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=23,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,"Count number of subarrays with
                                                given xor K",,https://youtu.be/eZr-6p0B7ME,,Hard
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,"Merge Overlapping
                                                Subintervals",https://leetcode.com/problems/merge-intervals/,https://youtu.be/IexN60k62jo,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,"Merge two sorted arrays without
                                                extra space",https://leetcode.com/problems/merge-sorted-array/,https://youtu.be/n7uwj04E0I4,,Medium
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,"Find the repeating and missing
                                                number",,https://youtu.be/2D0D8HE6uak,,Hard
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,Count Inversions,,https://youtu.be/AseUmwVNaoY,,Hard
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,Reverse Pairs,https://leetcode.com/problems/reverse-pairs/,https://youtu.be/0e4bZaP3MDI,,Hard
Solve Problems on Arrays [Easy -> Medium -> Hard],Hard,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray/,https://youtu.be/hnswaLJvr6g,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Binary Search to find X in
                                                sorted array",https://leetcode.com/problems/binary-search/,https://youtu.be/MHf6awe89xw,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,Implement Lower Bound,,https://youtu.be/6zhGS79oQ4k,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,Implement Upper Bound,,https://youtu.be/6zhGS79oQ4k,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,Search Insert Position,"https://leetcode.com/problems/search-insert-position/#:~:text=Search%20Insert%20Position%20%2D%20LeetCode&text=Given%20a%20sorted%20array%20of,(log%20n)%20runtime%20complexity.",https://youtu.be/6zhGS79oQ4k,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,Floor/Ceil in Sorted Array,,https://www.youtube.com/watch?v=6zhGS79oQ4k&list=PLgUwDviBIf0pMFMWuuvDNMAkoQFi-h0ZF&index=3,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Find the first or last
                                                occurrence of a given number in
                                                a sorted array",https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,https://youtu.be/hjR1IYVx9lY,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Count occurrences of a number
                                                in a sorted array with
                                                duplicates",,https://youtu.be/hjR1IYVx9lY,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Search in Rotated Sorted Array
                                                I",https://leetcode.com/problems/search-in-rotated-sorted-array/,https://youtu.be/5qGrJbHhqFs,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Search in Rotated Sorted Array
                                                II",https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,https://youtu.be/w2G2W8l__pc,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Find minimum in Rotated Sorted
                                                Array",https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,https://youtu.be/nhEMDKMB44g,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Find out how many times has an
                                                array been rotated",,https://youtu.be/jtSiWTPLwd0,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,"Single element in a Sorted
                                                Array",https://leetcode.com/problems/single-element-in-a-sorted-array/,https://youtu.be/AZOmHuHadxQ,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on 1D Arrays,Find peak element,"https://leetcode.com/problems/find-peak-element/#:~:text=Find%20Peak%20Element%20%2D%20LeetCode&text=A%20peak%20element%20is%20an,to%20any%20of%20the%20peaks.",https://youtu.be/cXxmbemS6XM,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,"Find square root of a number in
                                                log n",,https://youtu.be/Bsv3FPUX_BA,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,"Find the Nth root of a number
                                                using binary search",,https://youtu.be/rjEJeYCasHs,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/,https://youtu.be/qyfekrNni90,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,"Minimum days to make M
                                                bouquets",https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,https://youtu.be/TXAuxeYBTdg,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Find the smallest Divisor,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/,https://youtu.be/UvBKTVaG6U8,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,"Capacity to Ship Packages
                                                within D Days",https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/,https://youtu.be/MG-Ac4TAvTY,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Kth Missing Positive Number,"https://leetcode.com/problems/kth-missing-positive-number/#:~:text=Given%20an%20array%20arr%20of,13%2C...%5D.",https://youtu.be/uZ0N_hZpyps,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Aggressive Cows,,https://youtu.be/R_Mfw4ew-Vo,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Book Allocation Problem,,https://youtu.be/Z0hwjftStI4,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Split array - Largest Sum,https://leetcode.com/problems/split-array-largest-sum/,https://www.youtube.com/watch?v=thUd_WJn6wk&list=PLgUwDviBIf0pMFMWuuvDNMAkoQFi-h0ZF&index=20,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Painter's partition,,https://www.youtube.com/watch?v=thUd_WJn6wk&list=PLgUwDviBIf0pMFMWuuvDNMAkoQFi-h0ZF&index=20,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,"Minimize Max Distance to Gas
                                                Station",https://leetcode.com/problems/minimize-max-distance-to-gas-station/,https://www.youtube.com/watch?v=kMSBvlZ-_HA&list=PLgUwDviBIf0pMFMWuuvDNMAkoQFi-h0ZF&index=21,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,Median of 2 sorted arrays,https://leetcode.com/problems/median-of-two-sorted-arrays/,https://youtu.be/C2rRzz-JDk8,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on Answers,"Kth element of 2 sorted
                                                arrays",,https://youtu.be/D1oDwWCq50g,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on 2D Arrays,"Find the row with maximum
                                                number of 1's",,https://youtu.be/SCz-1TtYxDI,,Easy
"Binary Search [1D, 2D Arrays, Search Space]",BS on 2D Arrays,Search in a 2 D matrix,https://leetcode.com/problems/search-a-2d-matrix/,https://youtu.be/JXU4Akft7yk,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on 2D Arrays,"Search in a row and column wise
                                                sorted matrix",https://leetcode.com/problems/search-a-2d-matrix-ii/,https://youtu.be/9ZbB397jU4k,,Hard
"Binary Search [1D, 2D Arrays, Search Space]",BS on 2D Arrays,"Find Peak Element (2D
                                                Matrix)",https://leetcode.com/problems/find-a-peak-element-ii/,https://youtu.be/nGGp5XBzC4g?si=WCop5C6Azj5gAELH,,Medium
"Binary Search [1D, 2D Arrays, Search Space]",BS on 2D Arrays,Matrix Median,,https://youtu.be/Q9wXgdxJq48?si=ScI_0uzJh7yg8nrX,,Hard
Strings [Basic and Medium],Basic and Easy String Problems,Remove outermost Paranthesis,https://leetcode.com/problems/remove-outermost-parentheses/,,,Easy
Strings [Basic and Medium],Basic and Easy String Problems,"Reverse words in a given string
                                                / Palindrome Check",https://leetcode.com/problems/reverse-words-in-a-string/,,,Medium
Strings [Basic and Medium],Basic and Easy String Problems,"Largest odd number in a
                                                string",https://leetcode.com/problems/largest-odd-number-in-string/,,,Easy
Strings [Basic and Medium],Basic and Easy String Problems,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix/,,,Easy
Strings [Basic and Medium],Basic and Easy String Problems,Isomorphic String,https://leetcode.com/problems/isomorphic-strings/,,,Easy
Strings [Basic and Medium],Basic and Easy String Problems,"check whether one string is a
                                                rotation of another",https://leetcode.com/problems/rotate-string/,,,Easy
Strings [Basic and Medium],Basic and Easy String Problems,"Check if two strings are
                                                anagram of each other","https://leetcode.com/problems/valid-anagram/#:~:text=Given%20two%20strings%20s%20and,the%20original%20letters%20exactly%20once.&text=Constraints%3A,.length%20%3C%3D%205%20*%2010",,,Easy
Strings [Basic and Medium],Medium String Problems,Sort Characters by frequency,https://leetcode.com/problems/sort-characters-by-frequency/,,,Easy
Strings [Basic and Medium],Medium String Problems,"Maximum Nesting Depth of
                                                Paranthesis",https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/,,,Easy
Strings [Basic and Medium],Medium String Problems,"Roman Number to Integer and
                                                vice versa",https://leetcode.com/problems/roman-to-integer/,,,Easy
Strings [Basic and Medium],Medium String Problems,Implement Atoi,https://leetcode.com/problems/string-to-integer-atoi/,,,Medium
Strings [Basic and Medium],Medium String Problems,Count Number of Substrings,,,,Medium
Strings [Basic and Medium],Medium String Problems,"Longest Palindromic
                                                Substring[Do it without DP]",https://leetcode.com/problems/longest-palindromic-substring/,,,Hard
Strings [Basic and Medium],Medium String Problems,"Sum of Beauty of all
                                                substring",https://leetcode.com/problems/sum-of-beauty-of-all-substrings/,,,Medium
Strings [Basic and Medium],Medium String Problems,"Reverse Every Word in A
                                                String",https://leetcode.com/problems/reverse-words-in-a-string/,,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn 1D LinkedList,"Introduction to LinkedList,
                                                learn about struct, and how is
                                                node represented",,https://youtu.be/Nq7ok-OyEpg?si=9PR1o8OPRWil7fRA,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn 1D LinkedList,"Inserting a node in
                                                LinkedList",,https://youtu.be/VaECK03Dz-g?si=vHSwdf9jhE05adKM&t=1934,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn 1D LinkedList,"Deleting a node in
                                                LinkedList",https://leetcode.com/problems/delete-node-in-a-linked-list/,https://youtu.be/VaECK03Dz-g?si=CRaBHbOo2bHFbOT5,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn 1D LinkedList,"Find the length of the
                                                linkedlist [learn traversal]",,https://youtu.be/Nq7ok-OyEpg?si=xqQbukLfo2oZ6C6s&t=2240,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn 1D LinkedList,Search an element in the LL,,https://youtu.be/Nq7ok-OyEpg?si=WNXcIaXZ_B6cNq0s&t=2524,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn Doubly LinkedList,"Introduction to DLL, learn
                                                about struct, and how is node
                                                represented",,https://youtu.be/0eKMU10uEDI?si=uDnoj_C5ghEpNLvP,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn Doubly LinkedList,Insert a node in DLL,,https://youtu.be/0eKMU10uEDI?si=J5a0pQTosimcO_aA&t=2684,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn Doubly LinkedList,Delete a node in DLL,,https://youtu.be/0eKMU10uEDI?si=sE7jqrW46lfRHVLd&t=853,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Learn Doubly LinkedList,Reverse a DLL,,https://youtu.be/u3WUW2qe6ww?si=96Wwlju72IvmzkxE,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Middle of a LinkedList
                                                [TortoiseHare Method]",https://leetcode.com/problems/middle-of-the-linked-list/,https://youtu.be/7LjQ57RqgEc?si=ir_rRDio38rhamU_,,Easy
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Reverse a LinkedList
                                                [Iterative]",https://leetcode.com/problems/reverse-linked-list/,https://youtu.be/D2vI2DNJGd8?si=RCaLSx01qR21IBdh,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,Reverse a LL [Recursive],https://leetcode.com/problems/reverse-linked-list/,https://youtu.be/D2vI2DNJGd8?si=RCaLSx01qR21IBdh,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,Detect a loop in LL,https://leetcode.com/problems/linked-list-cycle/,https://youtu.be/wiOo4DC5GGA?si=zagt6O6tFXc4_3cx,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Find the starting point in
                                                LL",https://leetcode.com/problems/linked-list-cycle-ii/,https://youtu.be/2Kd0KKmmHFc?si=7UreDPRjRvapeVB0,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,Length of Loop in LL,,https://youtu.be/I4g1qbkTPus?si=ONktpqewvx57T8pF,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Check if LL is palindrome or
                                                not",https://leetcode.com/problems/palindrome-linked-list/,https://youtu.be/lRY_G-u_8jk?si=BpM8hRYvXSYyjl-G,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Segrregate odd and even nodes
                                                in LL",https://leetcode.com/problems/odd-even-linked-list/,https://youtu.be/qf6qp7GzD5Q?si=JozAyXUdT8EJMSCQ,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Remove Nth node from the back
                                                of the LL",https://leetcode.com/problems/remove-nth-node-from-end-of-list/,https://youtu.be/3kMKYQ2wNIU?si=DtFDnPU7z9HMz_GM,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,Delete the middle node of LL,"https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/#:~:text=You%20are%20given%20the%20head,than%20or%20equal%20to%20x%20.",https://youtu.be/ePpV-_pfOeI?si=Au9GsZkVO57j6SiN,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,Sort LL,https://leetcode.com/problems/sort-list/,https://youtu.be/8ocB7a_c-Cc?si=Gv-Y8q8-WyARoV35,,Hard
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Sort a LL of 0's 1's and 2's by
                                                changing links",,https://youtu.be/gRII7LhdJWc?si=l3qRC7w3NhY7OAqw,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Find the intersection point of
                                                Y LL",https://leetcode.com/problems/intersection-of-two-linked-lists/,https://youtu.be/0DYoPz2Tpt4?si=L-uJs5yXUxj4VJM2,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,"Add 1 to a number represented
                                                by LL",,https://youtu.be/aXQWhbvT3w0?si=uRgU9S4r5cVmnUy7,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of LL,Add 2 numbers in LL,https://leetcode.com/problems/add-two-numbers/,https://youtu.be/XmRrGzR6udg?si=VYuZYUcaVCrZCgpA,,Medium
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of DLL,"Delete all occurrences of a key
                                                in DLL",,https://youtu.be/Mh0NH_SD92k?si=tCYshBRi1upMqSVz,,Hard
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium Problems of DLL,"Find pairs with given sum in
                                                DLL",,https://youtu.be/YitR4dQsddE?si=iZAC259hdngV_OxC,,Medium
